model_name,timestamp,n_samples,best_iteration,num_features,prediction_time_sec,mae,rmse,smape,by_hour_mae,top10_worst_lines_mae,baseline_mae_lag24,baseline_mae_lag168,baseline_mae_linehour,improvement_over_lag24,improvement_over_linehour,feature_importance_csv,feature_importance_plot,shap_plot
lgbm_transport_v6,2025-11-17T16:36:34.748680,802369,-1,18,9.730835914611816,88.09707276730143,396.3169730133262,0.44478023726406474,"{'0': 77.13037007406317, '1': 107.63521327434702, '2': 96.6176804669232, '3': 69.79180341932238, '4': 63.55430693057704, '5': 41.82354492718931, '6': 71.25121061933439, '7': 116.86609470057718, '8': 123.35293479251955, '9': 86.17449583090655, '10': 75.96680903622301, '11': 79.65215874030615, '12': 87.42185942295794, '13': 87.12628322679781, '14': 87.09105630928234, '15': 94.10095185430208, '16': 101.65774392822628, '17': 101.72963508448527, '18': 104.28245759921923, '19': 84.24323427651805, '20': 70.31881838131191, '21': 73.76469920569238, '22': 79.04267814046396, '23': 74.30297531321759}","{'MARMARAY': 3494.449629185896, '34': 3052.2506202467516, 'M2': 2271.1154864688283, 'M5': 1845.3022925301775, 'M3': 1808.6919085669356, 'T1': 1714.7034874221613, 'M4': 1488.246742616548, 'M7': 1277.6305796475597, 'M1': 1186.1842977728872, 'T4': 919.3217941894341}",321.9496042344607,315.2785783990538,155.89349568245456,72.63637798941213,43.48893622428627,/Users/farukkamcici/PycharmProjects/ibb-transport/reports/feature_importance_lgbm_transport_v6.csv,/Users/farukkamcici/PycharmProjects/ibb-transport/reports/figs/feature_importance_lgbm_transport_v6.png,/Users/farukkamcici/PycharmProjects/ibb-transport/reports/figs/shap_summary_lgbm_transport_v6.png
